t,lead_I
24850.7,-105627.40000000001
24852.7,-105628.55
24854.7,-105624.85
24856.7,-105626.1
24858.7,-105635.25
24860.7,-105645.95
24862.7,-105650.25
24864.7,-105647.3
24866.7,-105644.20000000001
24868.7,-105648.60000000002
24870.7,-105659.15000000002
24872.7,-105665.10000000002
24874.7,-105659.60000000002
24876.7,-105649.6
24878.7,-105646.8
24880.7,-105650.8
24882.68,-105649.7
24884.65,-105636.59999999999
24886.63,-105619.79999999999
24888.6,-105613.09999999999
24890.6,-105620.2
24892.6,-105630.9
24894.6,-105632.75
24896.6,-105625.80000000002
24898.6,-105622.50000000001
24900.6,-105630.5
24902.6,-105641.50000000001
24904.6,-105643.75000000001
24906.6,-105638.35000000002
24908.6,-105635.05000000003
24910.6,-105638.50000000003
24912.6,-105646.25000000001
24914.6,-105653.95000000001
24916.6,-105658.90000000001
24918.6,-105663.0
24920.6,-105671.49999999999
24922.6,-105684.70000000001
24924.6,-105697.25000000001
24926.6,-105706.5
24928.6,-105714.8
24930.6,-105724.90000000001
24932.6,-105738.05
24934.6,-105752.65
24936.6,-105763.05000000002
24938.6,-105766.85
24940.6,-105772.65000000001
24942.6,-105789.85
24944.6,-105814.0
24946.6,-105831.85
24948.6,-105839.0
24950.6,-105844.35
24952.6,-105856.85
24954.6,-105872.15000000001
24956.6,-105876.80000000002
24958.6,-105867.40000000002
24960.6,-105857.75000000001
24962.57,-105860.40000000002
24964.55,-105868.6
24966.53,-105868.1
24968.5,-105858.1
24970.5,-105849.20000000001
24972.5,-105849.35000000002
24974.5,-105857.95000000003
24976.5,-105867.60000000002
24978.5,-105869.95000000003
24980.5,-105865.1
24982.5,-105861.45000000001
24984.5,-105861.65000000001
24986.5,-105858.0
24988.5,-105846.5
24990.5,-105834.75
24992.5,-105829.55
24994.5,-105828.00000000001
24996.5,-105828.00000000001
24998.5,-105832.65000000001
25000.5,-105836.15000000001
25002.5,-105826.6
25004.5,-105811.25
25006.5,-105808.55
25008.5,-105812.0
25010.5,-105798.95000000001
25012.5,-105772.40000000001
25014.5,-105754.75000000001
25016.5,-105748.55000000002
25018.5,-105740.60000000002
25020.5,-105728.00000000001
25022.5,-105714.1
25024.5,-105700.65000000001
25026.5,-105697.8
25028.5,-105714.2
25030.5,-105735.20000000001
25032.5,-105740.85
25034.5,-105739.35
25036.5,-105748.9
25038.5,-105763.0
25040.5,-105768.6
25042.5,-105775.05
25044.5,-105792.4
25046.5,-105813.09999999999
25048.5,-105837.0
25050.5,-105874.35
25052.47,-105914.05
25054.45,-105936.25000000001
25056.43,-105951.45000000001
25058.4,-105981.05000000002
25060.4,-106017.3
25062.4,-106041.15000000001
25064.4,-106053.50000000001
25066.4,-106062.90000000002
25068.4,-106069.20000000003
25070.4,-106072.20000000003
25072.4,-106074.15000000002
25074.4,-106071.65000000002
25076.4,-106062.85000000002
25078.4,-106056.90000000001
25080.4,-106062.65000000002
25082.4,-106073.30000000003
25084.4,-106074.30000000002
25086.4,-106063.40000000001
25088.4,-106053.8
25090.4,-106055.95000000001
25092.4,-106066.15000000001
25094.4,-106075.05
25096.4,-106077.7
25098.4,-106072.7
25100.4,-106061.65
25102.4,-106048.4
25104.4,-106028.5
25106.4,-105984.05
25108.4,-105902.85
25110.4,-105794.49999999999
25112.4,-105675.2
25114.4,-105547.70000000001
25116.4,-105408.6
25118.4,-105265.2
25120.4,-105134.85
25122.4,-105034.90000000001
25124.4,-104973.75
25126.4,-104946.75000000001
25128.4,-104943.10000000002
25130.4,-104959.35000000002
25132.38,-104996.45000000003
25134.35,-105044.70000000003
25136.32,-105086.10000000002
25138.3,-105112.20000000001
25140.3,-105130.50000000001
25142.3,-105155.85
25144.3,-105200.79999999999
25146.3,-105268.44999999998
25148.3,-105352.65
25150.3,-105450.8
25152.3,-105571.00000000001
25154.3,-105717.40000000002
25156.3,-105876.6
25158.3,-106026.65000000001
25160.3,-106153.90000000001
25162.3,-106254.65000000001
25164.3,-106327.70000000001
25166.3,-106368.20000000001
25168.3,-106370.05000000002
25170.3,-106335.35000000002
25172.3,-106280.05000000002
25174.3,-106223.7
25176.3,-106176.20000000001
25178.3,-106137.59999999999
25180.3,-106105.34999999999
25182.3,-106078.15000000001
25184.3,-106057.0
25186.3,-106044.15000000001
25188.3,-106038.7
25190.3,-106033.95
25192.3,-106023.2
25194.3,-106008.99999999999
25196.3,-106001.69999999998
25198.3,-106004.7
25200.3,-106005.59999999999
25202.3,-105992.3
25204.3,-105972.00000000001
25206.3,-105961.25000000001
25208.3,-105960.80000000002
25210.3,-105956.50000000001
25212.28,-105942.60000000002
25214.25,-105928.90000000002
25216.22,-105924.85
25218.2,-105928.25000000001
25220.2,-105929.50000000001
25222.2,-105921.45000000001
25224.2,-105907.00000000001
25226.2,-105897.0
25228.2,-105895.04999999999
25230.2,-105892.09999999999
25232.2,-105882.04999999999
25234.2,-105869.95
25236.2,-105859.5
25238.2,-105847.45
25240.2,-105834.45
25242.2,-105825.15
25244.2,-105817.99999999999
25246.2,-105809.8
25248.2,-105804.35000000002
25250.2,-105805.45
25252.2,-105808.35
25254.2,-105807.59999999999
25256.2,-105805.34999999999
25258.2,-105806.6
25260.2,-105811.25
25262.2,-105812.75
25264.2,-105804.65000000001
25266.2,-105789.69999999998
25268.2,-105779.89999999998
25270.2,-105781.59999999999
25272.2,-105784.2
25274.2,-105774.50000000001
25276.2,-105756.7
25278.2,-105746.35000000002
25280.2,-105746.35
25282.2,-105743.65000000001
25284.2,-105729.35000000002
25286.2,-105708.45000000001
25288.2,-105689.60000000002
25290.2,-105674.6
25292.18,-105658.4
25294.15,-105634.59999999999
25296.13,-105602.95
25298.1,-105572.25000000001
25300.1,-105549.05000000002
25302.1,-105528.00000000003
25304.1,-105500.90000000002
25306.1,-105469.35000000002
25308.1,-105439.05000000002
25310.1,-105410.35
25312.1,-105382.5
25314.1,-105356.20000000001
25316.1,-105327.75
25318.1,-105293.50000000001
25320.1,-105261.00000000001
25322.1,-105240.05000000002
25324.1,-105224.6
25326.1,-105199.29999999999
25328.1,-105162.15000000001
25330.1,-105127.09999999999
25332.1,-105105.65000000001
25334.1,-105093.15000000001
25336.1,-105075.65000000002
25338.1,-105047.40000000002
25340.1,-105019.3
25342.1,-105004.70000000001
25344.1,-105000.70000000001
25346.1,-104991.6
25348.1,-104970.95000000001
25350.1,-104949.50000000001
25352.1,-104939.75
25354.1,-104940.0
25356.1,-104939.05000000002
25358.1,-104931.75000000001
25360.1,-104923.90000000001
25362.1,-104922.80000000002
25364.1,-104928.70000000001
25366.1,-104937.35000000002
25368.1,-104945.85000000002
25370.1,-104953.40000000001
25372.07,-104959.90000000001
25374.05,-104967.05000000002
25376.03,-104976.80000000002
25378.0,-104988.45000000003
25380.0,-105000.55
25382.0,-105014.2
25384.0,-105030.95
25386.0,-105050.90000000001
25388.0,-105072.59999999999
25390.0,-105092.40000000001
25392.0,-105106.75000000001
25394.0,-105119.85
25396.0,-105140.25
25398.0,-105165.9
25400.0,-105185.34999999999
25402.0,-105197.45
25404.0,-105214.05
25406.0,-105240.0
25408.0,-105266.45000000001
25410.0,-105287.15000000001
25412.0,-105307.1
25414.0,-105333.65000000001
25416.0,-105366.45000000003
25418.0,-105395.85
25420.0,-105411.95000000001
25422.0,-105418.85
25424.0,-105432.20000000001
25426.0,-105456.8
25428.0,-105480.59999999999
25430.0,-105495.74999999999
25432.0,-105509.09999999999
25434.0,-105527.7
25436.0,-105550.15000000001
25438.0,-105572.85
25440.0,-105592.3
25442.0,-105604.95
25444.0,-105613.84999999999
25446.0,-105627.3
25448.0,-105646.15000000002
25450.0,-105660.35000000002
25451.97,-105663.10000000002
25453.95,-105659.50000000003
25455.93,-105660.15000000002
25457.9,-105670.90000000001
25459.9,-105687.75
25461.9,-105701.2
25463.9,-105707.39999999998
25465.9,-105713.04999999999
25467.9,-105725.95
25469.9,-105743.90000000001
25471.9,-105757.40000000001
25473.9,-105760.3
25475.9,-105756.34999999998
25477.9,-105754.89999999998
25479.9,-105759.5
25481.9,-105762.15
25483.9,-105754.55
25485.9,-105742.25
25487.9,-105737.25
25489.9,-105740.15000000001
25491.9,-105740.55
25493.9,-105733.75
25495.9,-105725.3
25497.9,-105720.95000000001
25499.9,-105721.35000000002
25501.9,-105721.45000000003
25503.9,-105712.60000000003
25505.9,-105694.35000000002
25507.9,-105680.15000000001
25509.9,-105677.65
25511.9,-105677.5
25513.9,-105673.8
25515.9,-105670.8
25517.9,-105665.54999999999
25519.9,-105655.0
25521.9,-105653.05
25523.9,-105665.85
25525.9,-105671.70000000001
25527.9,-105658.05000000002
25529.9,-105645.10000000002
25531.9,-105648.25000000001
25533.9,-105654.75
25535.9,-105651.50000000001
25537.9,-105641.85000000002
25539.8,-105632.00000000001
25541.8,-105627.45000000001
25543.8,-105633.8
25545.8,-105642.70000000001
25547.8,-105634.40000000001
25549.8,-105609.85
25551.8,-105592.35000000002
25553.8,-105588.65000000002
25555.8,-105581.0
25557.8,-105561.75
25559.8,-105540.45
25561.8,-105520.5
25563.8,-105502.8
25565.8,-105497.45
25567.8,-105505.25000000001
25569.8,-105510.90000000001
25571.8,-105510.09999999999
25573.8,-105515.70000000001
25575.8,-105532.70000000001
25577.8,-105551.85000000002
25579.8,-105564.6
25581.8,-105570.80000000002
25583.8,-105577.85
25585.8,-105592.95000000001
25587.8,-105611.85
25589.8,-105623.8
25591.8,-105629.05000000002
25593.8,-105637.3
25595.8,-105653.55
25597.8,-105675.15000000001
25599.8,-105696.2
25601.8,-105711.09999999999
25603.8,-105719.95
25605.8,-105727.99999999999
25607.8,-105733.94999999998
25609.8,-105729.69999999998
25611.8,-105715.15
25613.8,-105699.49999999999
25615.8,-105686.95
25617.8,-105675.6
25619.8,-105666.8
25621.78,-105659.75
25623.75,-105646.7
25625.72,-105628.75
25627.7,-105622.00000000001
25629.7,-105633.25000000001
25631.7,-105646.75000000001
25633.7,-105648.95000000001
25635.7,-105647.70000000001
25637.7,-105656.8
25639.7,-105675.5
25641.7,-105689.59999999999
25643.7,-105685.05
25645.7,-105660.00000000001
25647.7,-105623.30000000002
25649.7,-105576.50000000001
25651.7,-105505.65
25653.7,-105400.15
25655.7,-105269.5
25657.7,-105132.09999999999
25659.7,-104997.40000000001
25661.7,-104867.50000000001
25663.7,-104747.90000000002
25665.7,-104650.20000000001
25667.7,-104586.30000000002
25669.7,-104560.10000000002
25671.7,-104564.65000000001
25673.7,-104587.70000000003
25675.7,-104617.65000000002
25677.7,-104644.4
25679.7,-104661.59999999999
25681.7,-104670.84999999999
25683.7,-104679.4
25685.7,-104693.9
25687.7,-104721.15
25689.7,-104770.44999999998
25691.7,-104846.74999999999
25693.7,-104944.15
25695.7,-105053.15
25697.7,-105169.95000000001
25699.7,-105293.65000000001
25701.68,-105417.95
25703.65,-105528.70000000001
25705.63,-105608.75000000001
25707.6,-105647.15000000002
25709.6,-105648.05000000002
25711.6,-105626.35000000002
25713.6,-105591.00000000001
25715.6,-105540.95000000001
25717.6,-105480.9
25719.6,-105427.75
25721.6,-105393.95000000001
25723.6,-105374.35000000002
25725.6,-105355.45000000001
25727.6,-105331.95000000001
25729.6,-105311.65000000002
25731.6,-105304.75000000001
25733.6,-105308.30000000002
25735.6,-105306.35000000002
25737.6,-105291.15000000001
25739.6,-105274.3
25741.6,-105267.59999999999
25743.6,-105265.25
25745.6,-105255.75
25747.6,-105239.79999999999
25749.6,-105223.94999999998
25751.6,-105208.15
25753.6,-105190.8
25755.6,-105175.09999999999
25757.6,-105161.85000000002
25759.6,-105146.8
25761.6,-105131.0
25763.6,-105122.3
25765.6,-105121.6
25767.6,-105118.25
25769.6,-105103.25000000001
25771.6,-105081.05000000002
25773.6,-105064.30000000002
25775.6,-105057.80000000002
25777.6,-105051.45000000001
25779.6,-105033.6
25781.57,-105009.45000000001
25783.55,-104996.15000000001
25785.53,-104998.05
25787.5,-104998.45
25789.5,-104981.6
25791.5,-104954.30000000002
25793.5,-104935.9
25795.5,-104932.4
25797.5,-104930.6
25799.5,-104917.50000000001
25801.5,-104894.50000000001
25803.5,-104870.75000000001
25805.5,-104850.85
25807.5,-104832.45000000001
25809.5,-104811.05
25811.5,-104785.5
25813.5,-104760.4
25815.5,-104741.4
25817.5,-104726.55
25819.5,-104707.45
25821.5,-104680.15
25823.5,-104649.4
25825.5,-104621.9
25827.5,-104601.0
25829.5,-104585.15000000001
25831.5,-104566.45000000003
25833.5,-104538.0
25835.5,-104505.40000000001
25837.5,-104481.90000000001
25839.5,-104468.10000000002
25841.5,-104449.35
25843.5,-104416.9
25845.5,-104380.9
25847.5,-104355.7
25849.5,-104339.4
25851.5,-104315.5
25853.5,-104275.35000000002
25855.5,-104230.7
25857.5,-104197.90000000001
25859.5,-104175.45000000001
25861.47,-104147.8
25863.45,-104108.09999999999
25865.43,-104066.35000000002
25867.4,-104034.25000000001
25869.4,-104009.90000000001
25871.4,-103982.55000000002
25873.4,-103947.40000000001
25875.4,-103910.40000000002
25877.4,-103877.90000000001
25879.4,-103849.25000000001
25881.4,-103821.20000000003
25883.4,-103793.80000000002
25885.4,-103769.8
25887.4,-103752.0
25889.4,-103740.0
25891.4,-103729.20000000001
25893.4,-103714.90000000001
25895.4,-103697.6
25897.4,-103681.05000000003
25899.4,-103669.30000000002
25901.4,-103665.30000000002
25903.4,-103665.90000000001
25905.4,-103661.40000000001
25907.4,-103650.10000000002
25909.4,-103645.25000000001
25911.4,-103654.9
25913.4,-103667.05
25915.4,-103669.05000000002
25917.4,-103666.50000000001
25919.4,-103670.9
25921.4,-103683.75
25923.4,-103699.95
25925.4,-103712.8
25927.4,-103717.05
25929.4,-103720.05
25931.4,-103737.35
25933.4,-103767.59999999999
25935.4,-103791.54999999999
25937.4,-103804.20000000001
25939.4,-103821.95
25941.38,-103853.65
25943.35,-103889.15000000001
25945.32,-103918.95000000001
25947.3,-103943.6
25949.3,-103966.90000000001
25951.3,-103992.65000000002
25953.3,-104021.95000000001
25955.3,-104047.55000000002
25957.3,-104062.55
25959.3,-104072.75000000001
25961.3,-104088.65000000001
25963.3,-104109.75000000001
25965.3,-104128.40000000001
25967.3,-104141.70000000001
25969.3,-104151.50000000001
25971.3,-104160.65000000001
25973.3,-104173.74999999999
25975.3,-104192.15
25977.3,-104207.1
25979.3,-104208.35
25981.3,-104199.55
25983.3,-104195.6
25985.3,-104202.05000000002
25987.3,-104207.00000000001
25989.3,-104199.75000000001
25991.3,-104188.00000000001
25993.3,-104186.65000000001
25995.3,-104196.05000000002
25997.3,-104204.10000000002
25999.3,-104205.70000000003
26001.3,-104207.10000000002
26003.3,-104214.20000000001
26005.3,-104224.80000000002
26007.3,-104231.0
26009.3,-104228.6
26011.3,-104225.15000000001
26013.3,-104230.45000000001
26015.3,-104240.5
26017.3,-104247.55
26019.3,-104256.79999999999
26021.28,-104271.7
26023.25,-104279.85000000002
26025.22,-104277.30000000002
26027.2,-104279.05000000002
26029.2,-104285.85000000002
26031.2,-104278.65000000001
26033.2,-104258.25
26035.2,-104247.4
26037.2,-104251.24999999999
26039.2,-104254.34999999999
26041.2,-104248.74999999999
26043.2,-104235.7
26045.2,-104218.15
26047.2,-104208.50000000001
26049.2,-104216.45000000001
26051.2,-104225.8
26053.2,-104214.6
26055.2,-104192.65
26057.2,-104183.0
26059.2,-104180.95
26061.2,-104167.55
26063.2,-104146.15000000001
26065.2,-104132.6
26067.2,-104129.15000000002
26069.2,-104131.35000000002
26071.2,-104136.55000000002
26073.2,-104133.55000000002
26075.2,-104113.20000000001
26077.2,-104088.0
26079.2,-104074.29999999999
26081.2,-104067.7
26083.2,-104057.85
26085.2,-104046.35
26087.2,-104034.7
26089.2,-104018.65000000001
26091.2,-104001.45
26093.2,-103992.45
26095.2,-103990.75
26097.2,-103987.2
26099.2,-103981.0
26101.18,-103981.0
26103.15,-103990.2
26105.13,-103998.3
26107.1,-103996.65
26109.1,-103993.85
26111.1,-104006.45
26113.1,-104036.15
26115.1,-104066.9
26117.1,-104086.25
26119.1,-104099.35
26121.1,-104117.35
26123.1,-104140.95000000001
26125.1,-104162.40000000001
26127.1,-104177.45000000001
26129.1,-104189.2
26131.1,-104203.59999999999
26133.1,-104222.45
26135.1,-104238.55
26137.1,-104242.45
26139.1,-104235.70000000001
26141.1,-104229.3
26143.1,-104228.79999999999
26145.1,-104231.34999999999
26147.1,-104233.35
26149.1,-104231.45
26151.1,-104222.25
26153.1,-104209.55
26155.1,-104202.85000000002
26157.1,-104202.45
26159.1,-104198.2
26161.1,-104188.20000000001
26163.1,-104184.75000000001
26165.1,-104195.10000000002
26167.1,-104208.6
26169.1,-104209.9
26171.1,-104196.8
26173.1,-104177.15
26175.1,-104153.2
26177.1,-104113.9
26179.1,-104045.49999999999
26181.07,-103945.75
26183.05,-103823.6
26185.03,-103686.90000000001
26187.0,-103539.25
26189.0,-103387.15
26191.0,-103243.20000000001
26193.0,-103122.35
26195.0,-103035.00000000001
26197.0,-102981.20000000001
26199.0,-102953.0
26201.0,-102944.1
26203.0,-102951.5
26205.0,-102968.5
26207.0,-102985.45
26209.0,-102996.75
26211.0,-103001.40000000001
26213.0,-103004.05
26215.0,-103019.00000000001
26217.0,-103062.75
26219.0,-103136.90000000001
26221.0,-103230.0
26223.0,-103336.24999999999
26225.0,-103460.49999999999
26227.0,-103602.84999999999
26229.0,-103749.65000000001
26231.0,-103881.85
26233.0,-103986.30000000002
26235.0,-104060.00000000003
26237.0,-104106.75000000003
26239.0,-104128.20000000003
26241.0,-104120.05000000003
26243.0,-104083.40000000001
26245.0,-104035.90000000001
26247.0,-104000.6
26249.0,-103983.49999999999
26251.0,-103971.90000000001
26253.0,-103955.0
26255.0,-103936.25000000001
26257.0,-103923.90000000002
26259.0,-103917.1
26260.97,-103906.95000000001
26262.95,-103889.05
26264.93,-103868.9
26266.9,-103853.85
26268.9,-103844.10000000002
26270.9,-103833.45000000003
26272.9,-103815.75000000001
26274.9,-103790.45000000001
26276.9,-103763.90000000001
26278.9,-103744.65000000001
26280.9,-103735.05
26282.9,-103727.05
26284.9,-103709.44999999998
26286.9,-103680.84999999999
26288.9,-103652.59999999999
26290.9,-103633.79999999999
26292.9,-103617.45
26294.9,-103590.40000000001
26296.9,-103553.85000000002
26298.9,-103523.95000000001
26300.9,-103510.65000000001
26302.9,-103504.45000000001
26304.9,-103489.00000000001
26306.9,-103463.40000000001
26308.9,-103443.0
26310.9,-103436.15000000001
26312.9,-103431.75
26314.9,-103417.9
26316.9,-103399.59999999999
26318.9,-103387.5
26320.9,-103380.25
26322.9,-103368.95000000001
26324.9,-103350.8
26326.9,-103331.05
26328.9,-103316.70000000003
26330.9,-103310.50000000001
26332.9,-103307.10000000002
26334.9,-103297.60000000002
26336.9,-103279.15000000001
26338.9,-103255.75000000001
26340.88,-103231.80000000002
26342.85,-103209.55000000002
26344.82,-103188.45000000003
26346.8,-103162.80000000002
26348.8,-103128.05
26350.8,-103091.75
26352.8,-103067.3
26354.8,-103053.54999999999
26356.8,-103033.85
26358.8,-102998.05
26360.8,-102955.7
26362.8,-102922.95000000003
26364.8,-102901.80000000002
26366.8,-102876.95000000001
26368.8,-102835.20000000003
26370.8,-102783.95000000003
26372.8,-102742.35000000002
26374.8,-102715.80000000002
26376.8,-102691.20000000001
26378.8,-102658.20000000001
26380.8,-102622.50000000001
26382.8,-102593.95000000001
26384.8,-102571.6
26386.8,-102545.75
26388.8,-102511.7
26390.8,-102476.05
26392.8,-102446.75000000001
26394.8,-102421.60000000002
26396.8,-102392.65000000002
26398.8,-102358.30000000002
26400.8,-102323.45000000001
26402.8,-102291.90000000002
26404.8,-102265.05000000002
26406.8,-102242.70000000001
26408.8,-102221.50000000001
26410.8,-102197.79999999999
26412.8,-102173.55
26414.8,-102153.29999999999
26416.8,-102137.55
26418.8,-102123.15000000001
26420.78,-102106.5
26422.75,-102085.7
26424.72,-102064.44999999998
26426.7,-102049.79999999999
26428.7,-102039.75000000001
26430.7,-102024.00000000001
26432.7,-102002.50000000001
26434.7,-101989.10000000002
26436.7,-101991.30000000002
26438.7,-102000.65000000001
26440.7,-102005.90000000001
26442.7,-102004.90000000001
26444.7,-102003.95000000001
26446.7,-102011.75000000001
26448.7,-102029.0
26450.7,-102045.34999999999
26452.7,-102055.05
26454.7,-102067.55
26456.7,-102090.8
26458.7,-102116.3
26460.7,-102133.65
26462.7,-102147.59999999999
26464.7,-102167.8
26466.7,-102194.05
26468.7,-102221.0
26470.7,-102246.45000000001
26472.7,-102268.05000000002
26474.7,-102282.6
26476.7,-102293.5
26478.7,-102309.0
26480.7,-102329.09999999999
26482.7,-102344.2
26484.7,-102350.15
26486.7,-102354.7
26488.7,-102364.94999999998
26490.7,-102376.45
26492.7,-102379.70000000001
26494.7,-102373.0
26496.7,-102366.05000000002
26498.7,-102369.70000000003
26500.68,-102382.30000000003
26502.65,-102389.70000000003
26504.63,-102383.55000000002
26506.6,-102373.30000000002
26508.6,-102373.55
26510.6,-102383.90000000002
26512.6,-102390.30000000002
26514.6,-102385.65000000001
26516.6,-102379.25000000001
26518.6,-102380.90000000001
26520.6,-102386.15000000002
26522.6,-102389.10000000002
26524.6,-102394.25000000001
26526.6,-102401.3
26528.6,-102398.79999999999
26530.6,-102389.15
26532.6,-102388.90000000001
26534.6,-102394.65000000001
26536.6,-102385.55000000002
26538.6,-102364.30000000002
26540.6,-102354.4
26542.6,-102360.24999999999
26544.6,-102366.6
26546.6,-102366.19999999998
26548.6,-102359.9
26550.6,-102348.2
26552.6,-102340.75
26554.6,-102348.15
26556.6,-102357.59999999999
26558.6,-102347.75
26560.6,-102326.34999999999
26562.6,-102315.7
26564.6,-102312.55
26566.6,-102300.6
26568.6,-102285.15000000001
26570.6,-102277.85000000002
26572.6,-102272.6
26574.6,-102263.85
26576.6,-102256.60000000002
26578.6,-102246.10000000002
26580.6,-102222.90000000001
26582.6,-102197.1
26584.6,-102183.00000000001
26586.6,-102172.65000000001
26588.5,-102153.1
26590.5,-102128.40000000001
26592.5,-102106.35
26594.5,-102086.0
26596.5,-102067.00000000001
26598.5,-102051.30000000002
26600.5,-102034.75000000001
26602.5,-102012.85
26604.5,-101990.85
26606.5,-101978.05
26608.5,-101973.8
26610.5,-101966.15
26612.5,-101946.49999999999
26614.5,-101922.2
26616.5,-101906.5
26618.5,-101897.25000000001
26620.5,-101879.20000000001
26622.5,-101847.55
26624.5,-101814.05
26626.5,-101790.14999999998
26628.5,-101775.0
26630.5,-101758.7
26632.5,-101732.2
26634.5,-101698.5
26636.5,-101672.05
26638.5,-101661.75000000001
26640.5,-101660.40000000001
26642.5,-101656.45000000003
26644.5,-101647.25000000001
26646.5,-101636.30000000002
26648.5,-101626.45000000003
26650.5,-101619.10000000002
26652.5,-101615.00000000001
26654.5,-101613.05000000002
26656.5,-101612.50000000001
26658.5,-101616.3
26660.5,-101627.9
26662.5,-101642.5
26664.5,-101648.75
26666.5,-101644.05
26668.4,-101639.85
26670.4,-101645.65
26672.4,-101655.3
26674.4,-101656.34999999999
26676.4,-101646.19999999998
26678.4,-101632.74999999999
26680.4,-101622.75
26682.4,-101614.3
26684.4,-101600.90000000001
26686.4,-101580.40000000001
26688.4,-101559.7
26690.4,-101546.54999999999
26692.4,-101535.55
26694.4,-101512.15
26696.4,-101476.05
26698.4,-101446.45000000001
26700.4,-101434.25000000001
26702.4,-101427.70000000003
26704.4,-101415.20000000001
26706.4,-101401.15000000001
26708.4,-101391.65
26710.4,-101383.95
26712.4,-101372.75
26714.4,-101351.05
26716.4,-101308.2
26718.4,-101238.34999999999
26720.4,-101144.65
26722.4,-101029.65000000001
26724.4,-100890.45
26726.4,-100728.15
26728.4,-100552.64999999998
26730.4,-100378.7
26732.4,-100222.40000000001
26734.4,-100096.24999999999
26736.4,-99999.2
26738.4,-99918.35000000002
26740.4,-99851.70000000001
26742.4,-99815.50000000001
26744.4,-99814.40000000001
26746.4,-99821.55
26748.4,-99810.65000000002
26750.38,-99789.40000000001
26752.35,-99780.34999999999
26754.32,-99788.04999999999
26756.3,-99805.4
26758.3,-99834.19999999998
26760.3,-99882.95
26762.3,-99957.1
26764.3,-100057.95000000003
26766.3,-100178.05000000003
26768.3,-100300.75000000003
26770.3,-100414.85000000002
26772.3,-100520.55000000002
26774.3,-100613.70000000001
26776.3,-100679.55000000002
26778.3,-100709.9
26780.3,-100710.15
26782.3,-100686.65000000001
26784.3,-100643.75
26786.3,-100591.34999999999
26788.3,-100538.7
26790.3,-100485.55
26792.3,-100431.55
26794.3,-100384.50000000001
26796.3,-100349.45000000001
26798.3,-100319.95000000001
26800.3,-100287.20000000003
26802.3,-100250.40000000001
26804.3,-100214.75
26806.3,-100184.3
26808.3,-100157.45
26810.3,-100128.79999999999
26812.3,-100096.09999999999
26814.3,-100063.69999999998
26816.3,-100037.85
26818.3,-100017.10000000002
26820.3,-99989.95000000001
26822.3,-99949.90000000001
26824.3,-99910.20000000001
26826.3,-99888.75
26828.3,-99880.25
26830.28,-99864.09999999999
26832.25,-99836.25
26834.22,-99810.65000000001
26836.2,-99793.15000000001
26838.2,-99775.45000000001
26840.2,-99750.85
26842.2,-99722.35
26844.2,-99697.3
26846.2,-99679.45000000001
26848.2,-99664.05
26850.2,-99643.3
26852.2,-99617.05
26854.2,-99591.0
26856.2,-99566.84999999999
26858.2,-99544.2
26860.2,-99526.75000000001
26862.2,-99514.20000000001
26864.2,-99497.5
26866.2,-99472.70000000001
26868.2,-99447.45000000001
26870.2,-99424.85000000002
26872.2,-99395.95
26874.2,-99356.40000000001
26876.2,-99315.55
26878.2,-99283.19999999998
26880.2,-99258.05
26882.2,-99229.60000000002
26884.2,-99188.30000000002
26886.2,-99138.75000000001
26888.2,-99098.40000000001
26890.2,-99072.45000000001
26892.2,-99043.55
26894.2,-98999.8
26896.2,-98952.40000000001
26898.2,-98911.4
26900.2,-98867.94999999998
26902.2,-98812.69999999998
26904.2,-98748.95
26906.2,-98682.95
26908.2,-98619.45000000001
26910.18,-98564.09999999999
26912.15,-98515.49999999999
26914.13,-98463.45
26916.1,-98404.35
26918.1,-98346.0
26920.1,-98293.89999999998
26922.1,-98245.29999999999
26924.1,-98196.55
26926.1,-98145.15000000001
26928.1,-98089.05
26930.1,-98032.15000000002
26932.1,-97981.95000000001
26934.1,-97936.35
26936.1,-97885.00000000001
26938.1,-97828.05
26940.1,-97777.6
26942.1,-97738.05
26944.1,-97699.6
26946.1,-97654.25
26948.1,-97605.45000000001
26950.1,-97560.70000000001
26952.1,-97523.45000000001
26954.1,-97490.1
26956.1,-97451.65000000001
26958.1,-97404.8
26960.1,-97359.95000000001
26962.1,-97327.95
26964.1,-97303.25
26966.1,-97272.20000000001
26968.1,-97233.3
26970.1,-97196.40000000001
26972.1,-97167.45
26974.1,-97143.29999999999
26976.1,-97118.54999999999
26978.1,-97091.95000000001
26980.1,-97068.80000000002
26982.1,-97055.8
26984.1,-97051.45
26986.1,-97046.34999999999
26988.1,-97035.0
26990.07,-97020.35
26992.05,-97006.2
26994.03,-96993.55
26996.0,-96983.35
26998.0,-96974.09999999998
27000.0,-96960.79999999999
27002.0,-96944.9
27004.0,-96936.95000000001
27006.0,-96940.95000000001
27008.0,-96946.5
27010.0,-96944.59999999999
27012.0,-96940.6
27014.0,-96944.45000000001
27016.0,-96954.55
27018.0,-96958.5
27020.0,-96946.9
27022.0,-96924.4
27024.0,-96905.29999999999
27026.0,-96896.44999999998
27028.0,-96888.2
27030.0,-96869.70000000001
27032.0,-96848.30000000002
27034.0,-96839.40000000001
27036.0,-96840.85
27038.0,-96837.05
27040.0,-96824.7
27042.0,-96810.09999999999
27044.0,-96790.65
27046.0,-96764.7
27048.0,-96742.84999999999
27050.0,-96726.6
27052.0,-96700.75000000001
